Year,Genre,GlobalSales
2003,Shooter,0.13
2003,Shooter,0.13
2003,Shooter,0.13
2003,Racing,0.12
2003,Strategy,0.12
2003,Racing,0.12
2003,Shooter,0.12
2003,Platform,0.12
2003,Sports,0.12
2003,Platform,0.12
2003,Racing,0.12
2003,Action,0.12
2003,Misc,0.12
2003,Fighting,0.12
2003,Sports,0.12
2003,Sports,0.12
2003,Action,0.12
2003,Action,0.12
2003,Action,0.12
2003,Racing,0.11
2003,Role-Playing,0.11
2003,Misc,0.11
2003,Action,0.11
2003,Action,0.11
2003,Platform,0.11
2003,Sports,0.11
2003,Sports,0.11
2003,Action,0.11
2003,Simulation,0.11
2003,Fighting,0.11
2003,Sports,0.11
2003,Strategy,0.11
2003,Misc,0.11
2003,Racing,0.11
2003,Shooter,0.11
2003,Simulation,0.11
2003,Fighting,0.1
2003,Sports,0.1
2003,Platform,0.1
2003,Racing,0.1
2003,Shooter,0.1
2003,Racing,0.1
2003,Action,0.1
2003,Fighting,0.1
2003,Adventure,0.1
2003,Fighting,0.1
2003,Racing,0.1
2003,Sports,0.1
2003,Platform,0.1
2003,Action,0.1
2003,Action,0.1
2003,Misc,0.1
2003,Platform,0.1
2003,Racing,0.1
2003,Sports,0.09
2003,Racing,0.09
2003,Sports,0.09
2003,Sports,0.09
2003,Fighting,0.09
2003,Platform,0.09
2003,Role-Playing,0.09
2003,Sports,0.09
2003,Platform,0.09
2003,Action,0.09
2003,Action,0.09
2003,Racing,0.09
2003,Shooter,0.09
2003,Racing,0.09
2003,Action,0.09
2003,Racing,0.09
2003,Shooter,0.09
2003,Action,0.08
2003,Racing,0.08
2003,Role-Playing,0.08
2003,Strategy,0.08
2003,Misc,0.08
2003,Strategy,0.08
2003,Shooter,0.08
2003,Role-Playing,0.08
2003,Racing,0.08
2003,Misc,0.08
2003,Racing,0.08
2003,Action,0.08
2003,Sports,0.08
2003,Strategy,0.08
2003,Action,0.08
2003,Action,0.08
2003,Shooter,0.08
2003,Action,0.08
2003,Shooter,0.08
2003,Role-Playing,0.08
2003,Racing,0.08
2003,Action,0.08
2003,Sports,0.08
2003,Racing,0.08
2003,Shooter,0.08
2003,Platform,0.07
2003,Platform,0.07
2003,Strategy,0.07
2003,Simulation,0.07
2003,Platform,0.07
2003,Adventure,0.07
2003,Fighting,0.07
2003,Misc,0.07
2003,Misc,0.07
2003,Platform,0.07
2003,Sports,0.07
2003,Strategy,0.07
2003,Simulation,0.07
2003,Action,0.07
2003,Platform,0.07
2003,Sports,0.07
2003,Platform,0.07
2003,Fighting,0.07
2003,Adventure,0.07
2003,Action,0.07
2003,Simulation,0.07
2003,Action,0.07
2003,Racing,0.07
2003,Misc,0.07
2003,Strategy,0.07
2003,Sports,0.07
2003,Action,0.06
2003,Action,0.06
2003,Racing,0.06
2003,Action,0.06
2003,Racing,0.06
2003,Misc,0.06
2003,Sports,0.06
2003,Action,0.06
2003,Platform,0.06
2003,Action,0.06
2003,Misc,0.06
2003,Strategy,0.06
2003,Platform,0.06
2003,Action,0.06
2003,Strategy,0.06
2003,Action,0.06
2003,Action,0.06
2003,Role-Playing,0.06
2003,Racing,0.06
2003,Racing,0.05
2003,Action,0.05
2003,Role-Playing,0.05
2003,Simulation,0.05
2003,Shooter,0.05
2003,Platform,0.05
2003,Role-Playing,0.05
2003,Platform,0.05
2003,Sports,0.05
2003,Sports,0.05
2003,Action,0.05
2003,Platform,0.05
2003,Racing,0.05
2003,Platform,0.05
2003,Sports,0.05
2003,Sports,0.05
2003,Misc,0.05
2003,Racing,0.05
2003,Action,0.05
2003,Role-Playing,0.05
2003,Action,0.05
2003,Puzzle,0.05
2003,Action,0.05
2003,Simulation,0.05
2003,Shooter,0.05
2003,Racing,0.05
2003,Racing,0.05
2003,Sports,0.05
2003,Role-Playing,0.05
2003,Fighting,0.05
2003,Puzzle,0.05
2003,Action,0.05
2003,Shooter,0.05
2003,Platform,0.05
2003,Misc,0.05
2003,Strategy,0.04
2003,Action,0.04
2003,Platform,0.04
2003,Strategy,0.04
2003,Racing,0.04
2003,Fighting,0.04
2003,Sports,0.04
2003,Strategy,0.04
2003,Action,0.04
2003,Platform,0.04
2003,Action,0.04
2003,Sports,0.04
2003,Platform,0.04
2003,Fighting,0.04
2003,Racing,0.04
2003,Shooter,0.04
2003,Racing,0.04
2003,Strategy,0.04
2003,Platform,0.04
2003,Strategy,0.04
2003,Sports,0.04
2003,Sports,0.04
2003,Shooter,0.04
2003,Misc,0.04
2003,Role-Playing,0.04
2003,Misc,0.04
2003,Shooter,0.04
2003,Fighting,0.03
2003,Action,0.03
2003,Racing,0.03
2003,Shooter,0.03
2003,Shooter,0.03
2003,Racing,0.03
2003,Shooter,0.03
2003,Action,0.03
2003,Action,0.03
2003,Action,0.03
2003,Simulation,0.03
2003,Racing,0.03
2003,Platform,0.03
2003,Strategy,0.03
2003,Platform,0.03
2003,Sports,0.03
2003,Racing,0.03
2003,Role-Playing,0.03
2003,Strategy,0.03
2003,Platform,0.03
2003,Platform,0.03
2003,Racing,0.03
2003,Action,0.03
2003,Racing,0.03
2003,Shooter,0.03
2003,Sports,0.03
2003,Shooter,0.03
2003,Racing,0.03
2003,Racing,0.03
2003,Strategy,0.03
2003,Shooter,0.03
2003,Racing,0.03
2003,Puzzle,0.03
2003,Action,0.03
2003,Action,0.03
2003,Shooter,0.03
2003,Racing,0.03
2003,Simulation,0.03
2003,Fighting,0.02
2003,Action,0.02
2003,Role-Playing,0.02
2003,Racing,0.02
2003,Simulation,0.02
2003,Sports,0.02
2003,Misc,0.02
2003,Racing,0.02
2003,Racing,0.02
2003,Racing,0.02
2003,Sports,0.02
2003,Racing,0.02
2003,Shooter,0.02
2003,Strategy,0.02
2003,Racing,0.02
2003,Adventure,0.02
2003,Action,0.02
2003,Adventure,0.02
2003,Shooter,0.02
2003,Platform,0.02
2003,Racing,0.02
2003,Racing,0.02
2003,Platform,0.02
2003,Adventure,0.02
2003,Strategy,0.02
2003,Shooter,0.02
2003,Shooter,0.02
2003,Racing,0.02
2003,Strategy,0.02
2003,Platform,0.02
2003,Racing,0.02
2003,Action,0.01
2003,Fighting,0.01
2003,Racing,0.01
2003,Racing,0.01
2003,Racing,0.01
2003,Action,0.01
2003,Shooter,0.01
2003,Shooter,0.01
2003,Racing,0.01
2003,Racing,0.01
2003,Action,0.01
2003,Action,0.01
2003,Action,0.01
2003,Shooter,0.01
2003,Racing,0.01
2003,Puzzle,0.01
2003,Shooter,0.01
2003,Platform,0.01
2004,Action,20.81
2004,Racing,11.66
2004,Role-Playing,10.49
2004,Platform,10.42
2004,Shooter,8.49
2004,Racing,6.9
2004,Role-Playing,6.41
2004,Role-Playing,6.28
2004,Role-Playing,5.21
2004,Sports,4.53
2004,Action,4.23
2004,Sports,3.85
2004,Sports,3.7
2004,Shooter,3.61
2004,Action,3.41
2004,Misc,2.9
2004,Shooter,2.89
2004,Racing,2.68
2004,Role-Playing,2.66
2004,Sports,2.62
2004,Sports,2.59
2004,Platform,2.57
2004,Shooter,2.37
2004,Action,2.37
2004,Sports,2.37
2004,Shooter,2.31
2004,Puzzle,2.31
2004,Racing,2.28
2004,Role-Playing,2.25
2004,Simulation,2.13
2004,Action,2.06
2004,Sports,1.96
2004,Fighting,1.94
2004,Role-Playing,1.93
2004,Racing,1.92
2004,Fighting,1.88
2004,Platform,1.86
2004,Misc,1.86
2004,Platform,1.85
2004,Role-Playing,1.85
2004,Platform,1.81
2004,Action,1.78
2004,Platform,1.76
2004,Fighting,1.76
2004,Simulation,1.76
2004,Shooter,1.75
2004,Misc,1.75
2004,Sports,1.72
2004,Simulation,1.71
2004,Sports,1.66
2004,Misc,1.65
2004,Role-Playing,1.65
2004,Platform,1.64
2004,Action,1.64
2004,Sports,1.63
2004,Sports,1.62
2004,Sports,1.61
2004,Sports,1.59
2004,Fighting,1.48
2004,Action,1.48
2004,Platform,1.46
2004,Action,1.45
2004,Shooter,1.45
2004,Sports,1.44
2004,Platform,1.43
2004,Action,1.42
2004,Sports,1.42
2004,Racing,1.41
2004,Racing,1.41
2004,Platform,1.4
2004,Role-Playing,1.37
2004,Shooter,1.36
2004,Action,1.35
2004,Misc,1.35
2004,Platform,1.34
2004,Sports,1.34
2004,Platform,1.33
2004,Shooter,1.33
2004,Racing,1.33
2004,Racing,1.31
2004,Shooter,1.29
2004,Role-Playing,1.28
2004,Action,1.27
2004,Action,1.25
2004,Action,1.23
2004,Racing,1.23
2004,Platform,1.23
2004,Sports,1.22
2004,Shooter,1.21
2004,Racing,1.2
2004,Strategy,1.2
2004,Role-Playing,1.19
2004,Puzzle,1.17
2004,Shooter,1.16
2004,Shooter,1.15
2004,Racing,1.14
2004,Shooter,1.13
2004,Action,1.12
2004,Puzzle,1.11
2004,Shooter,1.08
2004,Action,1.06
2004,Platform,1.02
2004,Action,1.02
2004,Misc,1
2004,Sports,0.97
2004,Sports,0.95
2004,Misc,0.95
2004,Shooter,0.94
2004,Platform,0.94
2004,Racing,0.93
2004,Misc,0.91
2004,Sports,0.9
2004,Role-Playing,0.9
2004,Sports,0.9
2004,Adventure,0.89
2004,Strategy,0.89
2004,Strategy,0.88
2004,Sports,0.88
2004,Sports,0.85
2004,Action,0.84
2004,Action,0.84
2004,Sports,0.84
2004,Adventure,0.84
2004,Action,0.83
2004,Action,0.81
2004,Shooter,0.81
2004,Shooter,0.8
2004,Action,0.8
2004,Racing,0.77
2004,Racing,0.76
2004,Shooter,0.76
2004,Fighting,0.76
2004,Adventure,0.76
2004,Action,0.75
2004,Sports,0.75
2004,Platform,0.73
2004,Strategy,0.73
2004,Puzzle,0.73
2004,Action,0.71
2004,Action,0.71
2004,Sports,0.7
2004,Action,0.7
2004,Adventure,0.7
2004,Misc,0.69
2004,Role-Playing,0.68
2004,Action,0.68
2004,Sports,0.68
2004,Fighting,0.68
2004,Misc,0.68
2004,Fighting,0.67
2004,Sports,0.66
2004,Adventure,0.66
2004,Fighting,0.66
2004,Role-Playing,0.66
2004,Platform,0.66
2004,Platform,0.65
2004,Platform,0.64
2004,Platform,0.64
2004,Platform,0.64
2004,Shooter,0.64
2004,Shooter,0.64
2004,Misc,0.64
2004,Misc,0.64
2004,Platform,0.64
2004,Simulation,0.63
2004,Platform,0.62
2004,Simulation,0.62
2004,Sports,0.62
2004,Racing,0.62
2004,Platform,0.61
2004,Misc,0.61
2004,Action,0.61
2004,Racing,0.6
2004,Racing,0.6
2004,Racing,0.59
2004,Sports,0.59
2004,Role-Playing,0.59
2004,Platform,0.59
2004,Role-Playing,0.58
2004,Role-Playing,0.58
2004,Adventure,0.58
2004,Action,0.57
2004,Fighting,0.57
2004,Action,0.57
2004,Puzzle,0.56
2004,Puzzle,0.56
2004,Misc,0.56
2004,Sports,0.56
2004,Sports,0.55
2004,Platform,0.55
2004,Shooter,0.55
2004,Platform,0.54
2004,Racing,0.54
2004,Misc,0.54
2004,Shooter,0.54
2004,Sports,0.54
2004,Misc,0.53
2004,Misc,0.53
2004,Sports,0.53
2004,Shooter,0.53
2004,Misc,0.53
2004,Sports,0.53
2004,Platform,0.53
2004,Role-Playing,0.53
2004,Action,0.52
2004,Action,0.51
2004,Misc,0.51
2004,Fighting,0.51
2004,Sports,0.51
2004,Action,0.51
2004,Action,0.5
2004,Strategy,0.5
2004,Action,0.5
2004,Fighting,0.5
2004,Action,0.5
2004,Role-Playing,0.5
2004,Sports,0.5
2004,Sports,0.49
2004,Shooter,0.49
2004,Sports,0.49
2004,Racing,0.48
2004,Sports,0.48
2004,Fighting,0.47
2004,Action,0.47
2004,Puzzle,0.46
2004,Platform,0.46
2004,Racing,0.45
2004,Sports,0.45
2004,Misc,0.45
2004,Racing,0.45
2004,Action,0.45
2004,Sports,0.45
2004,Fighting,0.45
2004,Action,0.45
2004,Sports,0.45
2004,Misc,0.44
2004,Action,0.44
2004,Action,0.44
2004,Simulation,0.44
2004,Racing,0.44
2004,Fighting,0.44
2004,Action,0.44
2004,Adventure,0.43
2004,Racing,0.43
2004,Role-Playing,0.43
2004,Misc,0.43
2004,Sports,0.43
2004,Platform,0.42
2004,Sports,0.42
2004,Racing,0.42
2004,Action,0.42
2004,Platform,0.42
2004,Sports,0.42
2004,Shooter,0.42
2004,Simulation,0.42
2004,Platform,0.42
2004,Misc,0.42
2004,Role-Playing,0.42
2004,Misc,0.42
2004,Action,0.42
2004,Action,0.4
2004,Misc,0.4
2004,Simulation,0.4
2004,Action,0.4
2004,Strategy,0.4
2004,Shooter,0.4
2004,Fighting,0.39
2004,Misc,0.39
2004,Sports,0.39
2004,Sports,0.38
2004,Racing,0.38
2004,Action,0.38
2004,Misc,0.38
2004,Action,0.38
2004,Sports,0.37
2004,Role-Playing,0.37
2004,Shooter,0.36
2004,Simulation,0.36
2004,Sports,0.36
2004,Sports,0.36
2004,Sports,0.35
2004,Platform,0.35
2004,Sports,0.35
2004,Platform,0.34
2004,Adventure,0.34
2004,Platform,0.34
2004,Shooter,0.34
2004,Simulation,0.34
2004,Adventure,0.34
2004,Misc,0.33
2004,Platform,0.33
2004,Platform,0.33
2004,Misc,0.33
2004,Action,0.32
2004,Action,0.32
2004,Misc,0.32
2004,Strategy,0.32
2004,Action,0.32
2004,Strategy,0.31
2004,Misc,0.31
2004,Simulation,0.3
2004,Fighting,0.3
2004,Action,0.3
2004,Action,0.3
2004,Sports,0.3
2004,Platform,0.29
2004,Role-Playing,0.29
2004,Simulation,0.29
2004,Puzzle,0.29
2004,Role-Playing,0.29
2004,Shooter,0.29
2004,Platform,0.29
2004,Simulation,0.28
2004,Action,0.28
2004,Fighting,0.28
2004,Sports,0.28
2004,Action,0.28
2004,Strategy,0.28
2004,Fighting,0.27
2004,Role-Playing,0.27
2004,Sports,0.27
2004,Action,0.27
2004,Racing,0.27
2004,Role-Playing,0.27
2004,Shooter,0.27
2004,Strategy,0.27
2004,Misc,0.27
2004,Racing,0.26
2004,Sports,0.26
2004,Adventure,0.26
2004,Simulation,0.26
2004,Puzzle,0.26
2004,Action,0.26
2004,Misc,0.26
2004,Fighting,0.26
2004,Platform,0.26
2004,Racing,0.26
2004,Role-Playing,0.26
2004,Sports,0.26
2004,Misc,0.25
2004,Shooter,0.25
2004,Misc,0.25
2004,Misc,0.25
2004,Role-Playing,0.25
2004,Racing,0.25
2004,Shooter,0.25
2004,Racing,0.24
2004,Misc,0.24
2004,Role-Playing,0.24
2004,Platform,0.24
2004,Action,0.24
2004,Adventure,0.24
2004,Role-Playing,0.24
2004,Misc,0.23
2004,Racing,0.23
2004,Action,0.23
2004,Role-Playing,0.23
2004,Misc,0.23
2004,Adventure,0.23
2004,Fighting,0.22
2004,Shooter,0.22
2004,Shooter,0.22
2004,Sports,0.22
2004,Sports,0.22
2004,Fighting,0.22
2004,Platform,0.22
2004,Misc,0.22
2004,Misc,0.22
2004,Role-Playing,0.22
2004,Action,0.22
2004,Action,0.22
2004,Shooter,0.22
2004,Role-Playing,0.22
2004,Action,0.22
2004,Racing,0.21
2004,Racing,0.21
2004,Role-Playing,0.21
2004,Action,0.21
2004,Shooter,0.21
2004,Action,0.21
2004,Platform,0.21
2004,Shooter,0.21
2004,Misc,0.21
2004,Sports,0.21
2004,Action,0.2
2004,Fighting,0.2
2004,Racing,0.2
2004,Platform,0.2
2004,Sports,0.2
2004,Platform,0.2
2004,Platform,0.2
2004,Shooter,0.2
2004,Action,0.2
2004,Sports,0.2
2004,Misc,0.2
2004,Misc,0.2
2004,Action,0.2
2004,Misc,0.2
2004,Action,0.2
2004,Action,0.19
2004,Racing,0.19
2004,Misc,0.19
2004,Adventure,0.19
2004,Role-Playing,0.19
2004,Action,0.19
2004,Action,0.19
2004,Action,0.19
2004,Misc,0.19
2004,Adventure,0.19
2004,Fighting,0.18
2004,Simulation,0.18
2004,Shooter,0.18
2004,Misc,0.18
2004,Shooter,0.18
2004,Role-Playing,0.18
2004,Sports,0.18
2004,Action,0.18
2004,Misc,0.18
2004,Fighting,0.18
2004,Sports,0.18
2004,Misc,0.17
2004,Sports,0.17
2004,Shooter,0.17
2004,Action,0.17
2004,Misc,0.17
2004,Misc,0.17
2004,Misc,0.17
2004,Misc,0.17
2004,Action,0.17
2004,Adventure,0.17
2004,Action,0.17
2004,Misc,0.17
2004,Shooter,0.17
2004,Sports,0.17
2004,Puzzle,0.17
2004,Misc,0.17
2004,Adventure,0.17
2004,Racing,0.17
2004,Sports,0.16
2004,Misc,0.16
2004,Sports,0.16
2004,Adventure,0.16
2004,Shooter,0.16
2004,Sports,0.16
2004,Role-Playing,0.15
2004,Platform,0.15
2004,Racing,0.15
2004,Misc,0.15
2004,Shooter,0.15
2004,Fighting,0.15
2004,Shooter,0.15
2004,Misc,0.15
2004,Shooter,0.15
2004,Action,0.15
2004,Misc,0.15
2004,Racing,0.15
2004,Fighting,0.15
2004,Platform,0.15
2004,Sports,0.15
2004,Sports,0.15
2004,Fighting,0.15
2004,Action,0.15
2004,Adventure,0.14
2004,Role-Playing,0.14
2004,Sports,0.14
2004,Misc,0.14
2004,Role-Playing,0.14
2004,Racing,0.14
2004,Role-Playing,0.14
2004,Puzzle,0.14
2004,Platform,0.14
2004,Shooter,0.14
2004,Fighting,0.14
2004,Misc,0.14
2004,Action,0.14
2004,Sports,0.14
2004,Sports,0.14
2004,Sports,0.14
2004,Action,0.13
2004,Misc,0.13
2004,Platform,0.13
2004,Misc,0.13
2004,Fighting,0.13
2004,Racing,0.13
2004,Adventure,0.13
2004,Racing,0.13
2004,Role-Playing,0.13
2004,Platform,0.13
2004,Action,0.13
2004,Misc,0.13
2004,Misc,0.13
2004,Racing,0.13
2004,Sports,0.13
2004,Role-Playing,0.12
2004,Racing,0.12
2004,Platform,0.12
2004,Adventure,0.12
2004,Adventure,0.12
2004,Fighting,0.12
2004,Shooter,0.12
2004,Fighting,0.12
2004,Adventure,0.12
2004,Sports,0.11
2004,Shooter,0.11
2004,Action,0.11
2004,Shooter,0.11
2004,Sports,0.11
2004,Action,0.11
2004,Misc,0.11
2004,Strategy,0.11
2004,Simulation,0.11
2004,Strategy,0.11
2004,Action,0.11
2004,Adventure,0.11
2004,Platform,0.11
2004,Adventure,0.11
2004,Shooter,0.11
2004,Puzzle,0.11
2004,Fighting,0.11
2004,Misc,0.11
2004,Shooter,0.1
2004,Racing,0.1
2004,Strategy,0.1
2004,Role-Playing,0.1
2004,Simulation,0.1
2004,Misc,0.1
2004,Racing,0.1
2004,Racing,0.1
2004,Shooter,0.1
2004,Action,0.1
2004,Fighting,0.1
2004,Role-Playing,0.1
2004,Shooter,0.1
2004,Shooter,0.1
2004,Shooter,0.1
2004,Action,0.1
2004,Adventure,0.1
2004,Simulation,0.1
2004,Racing,0.1
2004,Platform,0.1
2004,Fighting,0.1
2004,Sports,0.1
2004,Racing,0.09
2004,Role-Playing,0.09
2004,Platform,0.09
2004,Shooter,0.09
2004,Fighting,0.09
2004,Shooter,0.09
2004,Puzzle,0.09
2004,Misc,0.09
2004,Sports,0.09
2004,Sports,0.09
2004,Racing,0.09
2004,Racing,0.09
2004,Sports,0.09
2004,Misc,0.09
2004,Action,0.09
2004,Shooter,0.09
2004,Platform,0.09
2004,Action,0.09
2004,Racing,0.08
2004,Adventure,0.08
2004,Platform,0.08
2004,Role-Playing,0.08
2004,Fighting,0.08
2004,Action,0.08
2004,Role-Playing,0.08
2004,Shooter,0.08
2004,Sports,0.08
2004,Action,0.08
2004,Action,0.08
2004,Strategy,0.08
2004,Action,0.08
2004,Simulation,0.08
2004,Strategy,0.08
2004,Shooter,0.08
2004,Misc,0.08
2004,Action,0.08
2004,Misc,0.08
2004,Misc,0.08
2004,Racing,0.08
2004,Platform,0.08
2004,Racing,0.08
2004,Strategy,0.08
2004,Strategy,0.08
2004,Shooter,0.08
2004,Platform,0.08
2004,Misc,0.08
2004,Misc,0.08
2004,Platform,0.07
2004,Strategy,0.07
2004,Strategy,0.07
2004,Shooter,0.07
2004,Action,0.07
2004,Adventure,0.07
2004,Action,0.07
2004,Misc,0.07
2004,Action,0.07
2004,Action,0.07
2004,Platform,0.07
2004,Action,0.07
2004,Puzzle,0.07
2004,Sports,0.07
2004,Action,0.07
2004,Strategy,0.07
2004,Adventure,0.07
2004,Strategy,0.07
2004,Simulation,0.07
2004,Sports,0.07
2004,Role-Playing,0.07
2004,Strategy,0.07
2004,Simulation,0.06
2004,Role-Playing,0.06
2004,Adventure,0.06
2004,Sports,0.06
2004,Shooter,0.06
2004,Action,0.06
2004,Role-Playing,0.06
2004,Action,0.06
2004,Misc,0.06
2004,Action,0.06
2004,Strategy,0.06
2004,Shooter,0.06
2004,Racing,0.06
2004,Shooter,0.06
2004,Sports,0.06
2004,Strategy,0.06
2004,Misc,0.06
2004,Sports,0.06
2004,Sports,0.06
2004,Action,0.06
2004,Racing,0.06
2004,Action,0.06
2004,Action,0.06
2004,Racing,0.06
2004,Puzzle,0.06
2004,Shooter,0.06
2004,Sports,0.06
2004,Strategy,0.06
2004,Action,0.06
2004,Racing,0.05
2004,Puzzle,0.05
2004,Simulation,0.05
2004,Sports,0.05
2004,Action,0.05
2004,Role-Playing,0.05
2004,Racing,0.05
2004,Role-Playing,0.05
2004,Puzzle,0.05
2004,Simulation,0.05
2004,Sports,0.05
2004,Adventure,0.05
2004,Action,0.05
2004,Strategy,0.05
2004,Adventure,0.05
2004,Action,0.05
2004,Misc,0.05
2004,Sports,0.05
2004,Shooter,0.05
2004,Action,0.05
2004,Racing,0.05
2004,Sports,0.05
2004,Shooter,0.05
2004,Racing,0.05
2004,Misc,0.05
2004,Strategy,0.05
2004,Shooter,0.05
2004,Shooter,0.05
2004,Role-Playing,0.04
2004,Sports,0.04
2004,Racing,0.04
2004,Shooter,0.04
2004,Action,0.04
2004,Role-Playing,0.04
2004,Sports,0.04
2004,Adventure,0.04
2004,Platform,0.04
2004,Puzzle,0.04
2004,Strategy,0.04
2004,Fighting,0.04
2004,Simulation,0.04
2004,Action,0.04
2004,Puzzle,0.04
2004,Misc,0.04
2004,Action,0.04
2004,Sports,0.04
2004,Racing,0.04
2004,Action,0.04
2004,Action,0.04
2004,Adventure,0.04
2004,Action,0.04
2004,Platform,0.04
2004,Shooter,0.04
2004,Adventure,0.04
2004,Misc,0.04
2004,Puzzle,0.04
2004,Action,0.03
2004,Action,0.03
2004,Role-Playing,0.03
2004,Puzzle,0.03
2004,Simulation,0.03
2004,Strategy,0.03
2004,Action,0.03
2004,Role-Playing,0.03
2004,Puzzle,0.03
2004,Racing,0.03
2004,Shooter,0.03
2004,Sports,0.03
2004,Shooter,0.03
2004,Strategy,0.03
2004,Adventure,0.03
2004,Shooter,0.03
2004,Role-Playing,0.03
2004,Role-Playing,0.03
2004,Action,0.03
2004,Sports,0.03
2004,Puzzle,0.03
2004,Racing,0.02
2004,Shooter,0.02
2004,Simulation,0.02
2004,Action,0.02
2004,Simulation,0.02
2004,Strategy,0.02
2004,Shooter,0.02
2004,Sports,0.02
2004,Shooter,0.02
2004,Action,0.02
2004,Adventure,0.02
2004,Role-Playing,0.02
2004,Action,0.02
2004,Shooter,0.02
2004,Shooter,0.02
2004,Shooter,0.02
2004,Puzzle,0.02
2004,Action,0.02
2004,Platform,0.02
2004,Fighting,0.02
2004,Adventure,0.02
2004,Shooter,0.02
2004,Shooter,0.02
2004,Adventure,0.02
2004,Shooter,0.02
2004,Racing,0.02
2004,Action,0.02
2004,Misc,0.02
2004,Shooter,0.02
2004,Sports,0.02
2004,Platform,0.02
2004,Shooter,0.02
2004,Strategy,0.02
2004,Racing,0.02
2004,Sports,0.01
2004,Puzzle,0.01
2004,Sports,0.01
2004,Platform,0.01
2004,Sports,0.01
2004,Racing,0.01
2004,Misc,0.01
2004,Fighting,0.01
2004,Racing,0.01
2004,Racing,0.01
2004,Sports,0.01
2004,Adventure,0.01
2005,Simulation,24.76
2005,Racing,23.42
2005,Misc,20.22
2005,Puzzle,15.3
2005,Simulation,12.27
2005,Action,7.72
2005,Misc,6.67
2005,Sports,4.91
2005,Action,4.45
2005,Racing,4.37
2005,Role-Playing,4.33
2005,Sports,4.21
2005,Sports,4.06
2005,Misc,3.98
2005,Fighting,3.87
2005,Racing,3.66
2005,Action,3.62
2005,Shooter,3.59
2005,Action,3.53
2005,Action,3.32
2005,Platform,3.15
2005,Fighting,2.94
2005,Shooter,2.67
2005,Misc,2.38
2005,Racing,2.1
2005,Action,2.09
2005,Role-Playing,2.06
2005,Role-Playing,2.05
2005,Action,2.04
2005,Shooter,2.02
2005,Action,1.95
2005,Shooter,1.88
2005,Sports,1.86
2005,Sports,1.84
2005,Misc,1.83
2005,Action,1.77
2005,Shooter,1.69
2005,Action,1.69
2005,Shooter,1.67
2005,Fighting,1.66
2005,Sports,1.64
2005,Sports,1.62
2005,Sports,1.61
2005,Misc,1.61
2005,Action,1.6
2005,Misc,1.57
2005,Sports,1.54
2005,Sports,1.48
2005,Sports,1.46
2005,Sports,1.45
2005,Sports,1.42
2005,Action,1.41
2005,Action,1.39
2005,Simulation,1.38
2005,Role-Playing,1.35
2005,Role-Playing,1.34
2005,Shooter,1.34
2005,Racing,1.32
2005,Platform,1.31
2005,Misc,1.3
2005,Racing,1.29
2005,Racing,1.29
2005,Simulation,1.27
2005,Simulation,1.26
2005,Role-Playing,1.25
2005,Shooter,1.24
2005,Action,1.24
2005,Shooter,1.23
2005,Sports,1.2
2005,Shooter,1.17
2005,Action,1.16
2005,Action,1.14
2005,Simulation,1.14
2005,Action,1.14
2005,Role-Playing,1.14
2005,Role-Playing,1.13
2005,Shooter,1.12
2005,Shooter,1.12
2005,Action,1.11
2005,Role-Playing,1.1
2005,Misc,1.09
2005,Shooter,1.08
2005,Platform,1.07
2005,Fighting,1.07
2005,Sports,1.07
2005,Sports,1.06
2005,Racing,1.05
2005,Racing,1.04
2005,Racing,1.04
2005,Racing,1.03
2005,Strategy,1
2005,Adventure,0.99
2005,Platform,0.99
2005,Misc,0.98
2005,Action,0.98
2005,Sports,0.97
2005,Simulation,0.96
2005,Action,0.95
2005,Shooter,0.94
2005,Sports,0.94
2005,Misc,0.93
2005,Racing,0.9
2005,Platform,0.89
2005,Sports,0.89
2005,Sports,0.89
2005,Action,0.88
2005,Fighting,0.87
2005,Racing,0.85
2005,Role-Playing,0.84
2005,Platform,0.83
2005,Sports,0.82
2005,Adventure,0.82
2005,Simulation,0.81
2005,Action,0.8
2005,Shooter,0.77
2005,Fighting,0.77
2005,Action,0.77
2005,Platform,0.77
2005,Action,0.76
2005,Misc,0.76
2005,Role-Playing,0.76
2005,Action,0.76
2005,Sports,0.75
2005,Shooter,0.75
2005,Racing,0.74
2005,Platform,0.73
2005,Action,0.72
2005,Action,0.72
2005,Action,0.72
2005,Adventure,0.71
2005,Shooter,0.71
2005,Action,0.71
2005,Role-Playing,0.7
2005,Platform,0.7
2005,Platform,0.7
2005,Shooter,0.69
2005,Action,0.69
2005,Action,0.68
2005,Action,0.68
2005,Sports,0.68
2005,Shooter,0.67
2005,Sports,0.67
2005,Platform,0.66
2005,Shooter,0.66
2005,Role-Playing,0.65
2005,Platform,0.65
2005,Misc,0.65
2005,Role-Playing,0.65
2005,Action,0.65
2005,Sports,0.64
2005,Misc,0.64
2005,Role-Playing,0.63
2005,Racing,0.63
2005,Sports,0.62
2005,Misc,0.61
2005,Shooter,0.61
2005,Role-Playing,0.61
2005,Action,0.61
2005,Platform,0.6
2005,Fighting,0.6
2005,Racing,0.6
2005,Puzzle,0.6
2005,Strategy,0.59
2005,Role-Playing,0.58
2005,Action,0.58
2005,Sports,0.58
2005,Racing,0.57
2005,Shooter,0.57
2005,Role-Playing,0.57
2005,Sports,0.57
2005,Action,0.57
2005,Shooter,0.56
2005,Racing,0.56
2005,Action,0.56
2005,Puzzle,0.56
